name,country,icao,latitude,longitude,elevation,longest_runway,magnetic_variation,airport_type,beacon,fuel_types,landing_fee,oxygen,repairs
GARRETT CO,United States,2G4,39.58080556,-79.33594444,2933,5000,-9,Public/civil,TRUE,"80-87 octane, JET A-1, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
SOMERSET CO,United States,2G9,40.03850278,-79.01529722,2275,5002,-10,Public/civil,TRUE,"80-87 octane, JET, JET A-1, JET 5",FALSE,Low Pressure Bottle,Major Engine
SHELBY CO,United States,2H0,39.41130278,-88.84552222,619,4098,-2,Public/civil,TRUE,"80-87 octane, JET 5",FALSE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
JERRY SUMNERS SR AURORA MUN,United States,2H2,36.96230556,-93.69533333,1434,3001,6,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
MADISONVILLE REGL,United States,2I0,37.35592778,-87.39821944,439,6051,-3,Public/civil,TRUE,"80-87 octane, JET A-1, JET 5",FALSE,"Low Pressure, Low Pressure Bottle",Major Engine
AIRGLADES,United States,2IS,26.73516667,-81.05105556,20,5901,-5,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
LOUISVILLE MUN,United States,2J3,32.98594444,-82.38480556,328,5002,-3,Public/civil,TRUE,"80-87 octane, JET A-1, JET 5",FALSE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
MILLEN,United States,2J5,32.89302778,-81.96522222,240,5001,-5,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,Major Engine
QUINCY MUN,United States,2J9,30.59787222,-84.557425,225,2964,-1,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
SCOTT FIELD,United States,2K4,34.89261111,-99.52822222,1644,4199,5,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
NEODESHA MUN,United States,2K7,37.43536389,-95.64611944,841,2998,8,Public/civil,TRUE,"80-87 octane, 115-145 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
PRINCETON-CALDWELL CO,United States,2M0,37.11513333,-87.85708333,584,4099,-3,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
LAWRENCEBURG-LAWRENCE CO,United States,2M2,35.23430556,-87.25794444,936,5003,-1,Public/civil,TRUE,"80-87 octane, JET A-1, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
BAKER,United States,2M8,35.27848056,-89.93299722,247,3499,-1,Public/civil,TRUE,"80-87 octane, JET A-1, JET 5",TRUE,Low Pressure Bottle,Major Engine
HINTON MUN,United States,2O8,35.50722222,-98.34255556,1587,4001,7,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
WASHINGTON I,United States,2P2,45.38825556,-86.92404167,653,2250,-4,Public/civil,TRUE,JET 5,TRUE,Low Pressure Bottle,Major Engine
ALDERMAN,United States,2P7,40.05686389,-80.96318889,1187,2840,-7,Public/civil,TRUE,JET 5,TRUE,Low Pressure Bottle,Major Engine
HENDRICKS CO-GRAHAM,United States,2R2,39.74677778,-86.47516667,898,4400,-3,Public/civil,TRUE,"80-87 octane, 115-145 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
PRINCE,United States,2R4,30.63762222,-86.99365278,82,3701,-1,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
ST ELMO,United States,2R5,30.50191667,-88.27511111,132,3998,0,Public/civil,TRUE,"80-87 octane, JET A-1, JET 5",TRUE,Low Pressure Bottle,Major Engine
BUNKIE MUN,United States,2R6,30.95674722,-92.2341,62,3005,1,Public/civil,TRUE,JET 5,TRUE,Low Pressure Bottle,Major Engine
KARNES CO,United States,2R9,28.82498611,-97.86556944,289,3218,5,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
WILBUR,United States,2S8,47.75338889,-118.7439167,2183,3851,15,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,Major Engine
MULESHOE MUN,United States,2T1,34.18513611,-102.6410972,3779,5100,9,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
WRAY MUN,United States,2V5,40.10038889,-102.2411667,3677,5399,8,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
YUMA MUN,United States,2V6,40.10571111,-102.7144389,4138,4200,7,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
CLEARVIEW,United States,2W2,39.46702778,-77.01744444,799,1840,-11,Public/civil,TRUE,"80-87 octane, JET 5",FALSE,Low Pressure Bottle,Major Engine
MARYLAND,United States,2W5,38.59705,-77.07245833,175,3740,-9,Public/civil,FALSE,"80-87 octane, JET 5",FALSE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
ST MARY'S CO REGL,United States,2W6,38.31536111,-76.55011111,142,4150,-10,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
EAGLES NEST,United States,31E,39.66545556,-74.30804444,39,3670,-12,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
DANVILLE MUN,United States,32A,35.08694444,-93.42752778,393,5324,1,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
STEVENSVILLE,United States,32S,46.52511111,-114.0528056,3614,3809,16,Public/civil,TRUE,"73 octane, 100 low lead (LL) octane, JET 5",TRUE,"High Pressure, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
GENEVA MUN,United States,33J,31.052625,-85.86894444,100,3998,-4,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
DELAWARE,United States,33N,39.21869444,-75.60047222,55,4201,-12,Public/civil,TRUE,"80-87 octane, JET 5",FALSE,Low Pressure Bottle,Major Engine
WALDEN-JACKSON CO,United States,33V,40.75038889,-106.2715278,8154,5900,12,Public/civil,TRUE,JET 5,TRUE,Low Pressure Bottle,Major Engine
UNION CO-SHELTON,United States,35A,34.68695278,-81.64116667,610,3508,-6,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
PADGHAM,United States,35D,42.53043611,-85.82377778,706,4300,-5,Public/civil,TRUE,"80-87 octane, JET 5",FALSE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
SALEM,United States,38D,40.94808333,-80.86208333,1162,3404,-8.2,Public/civil,FALSE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
DEER LODGE-CITY-CO,United States,38S,46.38783333,-112.7649444,4693,5800,13,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,Major Engine
PRINCETON,United States,39N,40.39908333,-74.659,128,3499,-13,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
NEW TAZEWELL MUN,United States,3A2,36.40889722,-83.55718611,1179,5208,-5,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
AUGUSTA MUN,United States,3AU,37.67163889,-97.07786111,1328,4201,4,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,"High Pressure Bottle, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
SOUTHBRIDGE MUN,United States,3B0,42.09635278,-72.03973056,699,3501,-14,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
GREENVILLE MUN,United States,3B1,45.46283333,-69.55165,1402,4000,-18,Public/civil,TRUE,"80-87 octane, JET, JET 5",FALSE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
LITTLEBROOK,United States,3B4,43.14313333,-70.77343611,125,2701,-16.4,Public/civil,FALSE,JET 5,FALSE,Low Pressure Bottle,Major Engine
LAKE IN THE HILLS,United States,3CK,42.20680833,-88.32299722,887,3801,-2,Public/civil,TRUE,"80-87 octane, JET, JET 5",FALSE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
CLEMENTS MUN,United States,3CM,43.54694444,-83.89547222,585,3798,-4,Public/civil,TRUE,"80-87 octane, JET 5",FALSE,Low Pressure Bottle,Major Engine
CABLE UNION,United States,3CU,46.19512778,-91.24824444,1360,3709,-2,Public/civil,TRUE,"73 octane, 80-87 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
EPHRAIM-GIBRALTAR,United States,3D2,45.13570833,-87.18812778,763,2697,-4,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
DOWNTOWN,United States,3DW,37.22270556,-93.24835,1375,4037,4,Public/civil,FALSE,"80-87 octane, JET, JET 5",TRUE,"Low Pressure, High Pressure Bottle, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
EXCELSIOR SPRINGS MEML,United States,3EX,39.33727778,-94.19741667,1000,2004,1,Public/civil,TRUE,JET 5,TRUE,Low Pressure Bottle,Major Engine
C E 'RUSTY' WILLIAMS,United States,3F3,32.07277778,-93.76561111,324,5005,4.4,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
VIVIAN,United States,3F4,32.86133333,-94.01015278,260,2998,2,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
RICHARDS MUN,United States,3F6,34.02763333,-100.2820028,1860,3186,7.8,Public/civil,TRUE,JET 5,TRUE,Low Pressure Bottle,Major Engine
JONES MEML,United States,3F7,35.80701667,-96.42195,852,3379,5,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
MINEOLA WISENER,United States,3F9,32.676675,-95.51095833,430,3203,3,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
WADSWORTH MUN,United States,3G3,41.00315833,-81.75643889,974,3529,-7,Public/civil,TRUE,"80-87 octane, JET 5",FALSE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
ASHLAND CO,United States,3G4,40.90297222,-82.25563889,1207,3501,-7,Public/civil,TRUE,"80-87 octane, JET A-1, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
TRI-CITY,United States,3G6,40.906,-81.00002778,1188,2768,-7.9,Public/civil,FALSE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
GRAND HAVEN MEML,United States,3GM,43.03405556,-86.19816667,604,3752,-5,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
EAST KANSAS CITY,United States,3GV,39.01464167,-94.21485833,835,4507,3,Public/civil,TRUE,"80-87 octane, JET A-1, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
HILLSBORO MUN,United States,3H4,47.35939722,-97.06041944,906,3301,5,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
MASON CO,United States,3I2,38.91463889,-82.09858333,643,4000,-7,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
SKY KING,United States,3I3,39.54778611,-87.37735278,496,3557,-4,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
DAYTON-PHILLIPSBURG,United States,3I7,39.91327778,-84.40041389,1028,3000,-4,Public/civil,TRUE,"80-87 octane, JET 5",FALSE,"Unspecified, High Pressure, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
GREENE CO REGL,United States,3J7,33.59797222,-83.13825,689,5500,-5,Public/civil,TRUE,"80-87 octane, JET A-1, JET 5",TRUE,Low Pressure Bottle,Major Engine
FREEMAN,United States,3JC,39.04333333,-96.84327778,1102,3498,5,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
SYRACUSE-HAMILTON CO MUN,United States,3K3,37.99858333,-101.7476083,3326,4600,7,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
COMANCHE CO,United States,3K8,37.22286111,-99.33202778,2086,4500,5,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
LITCHFIELD MUN,United States,3LF,39.1625,-89.67463889,691,4002,1,Public/civil,TRUE,"80-87 octane, JET, JET 5",FALSE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
LAFAYETTE MUN,United States,3M7,36.52002778,-86.05805556,969,5200,-2,Public/civil,TRUE,"80-87 octane, JET A-1, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
NORTH PICKENS,United States,3M8,33.38675278,-88.00658056,237,5144,-1,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
WARREN MUN,United States,3M9,33.56044444,-92.08538889,235,3829,4,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
MT HAWLEY AUX,United States,3MY,40.79580556,-89.61347222,793,4001,-2,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,"Low Pressure, High Pressure Bottle, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
OLD BRIDGE,United States,3N6,40.32988611,-74.34678611,87,3594,-13,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
MAHNOMEN CO,United States,3N8,47.26050556,-95.92808611,1246,3400,2,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
HART,United States,3R4,31.5445,-93.48597222,319,4402,4,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
JENNINGS,United States,3R7,30.2427,-92.6735,23,5002,2,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,Major Engine
LAKEWAY,United States,3R9,30.35749167,-97.99446667,909,3930,4,Public/civil,FALSE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
GRANTS PASS,United States,3S8,42.51011111,-123.388,1130,4001,17,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,"Unspecified, Low Pressure, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
BOYCEVILLE MUN,United States,3T3,45.04395278,-92.02132778,967,3299,0,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Minor Engine, Major Engine"
FAYETTE REGL AIR CENTER,United States,3T5,29.90797222,-96.95,324,5000,6,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
TYLER MEML,United States,3TR,41.83588889,-86.22516667,750,4100,-5,Public/civil,TRUE,"80-87 octane, JET, JET 5",FALSE,Low Pressure Bottle,Major Engine
BOWMAN,United States,3U3,46.15341389,-112.8677333,5034,6010,16,Public/civil,TRUE,JET 5,TRUE,Low Pressure Bottle,Major Engine
SCOTT MUN,United States,3Y2,42.98522222,-91.79063889,1232,4149,-1,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,Major Engine
WINTERSET-MUN,United States,3Y3,41.36280556,-94.02119444,1116,3002,2,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
VALLE,United States,40G,35.65064722,-112.1480444,5999,4199,13,Public/civil,TRUE,JET 5,TRUE,Low Pressure Bottle,Major Engine
PERRY-FOLEY,United States,40J,30.06927778,-83.58058333,44,4986,-3,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,Major Engine
FLOYDADA MUN,United States,41F,34.00152778,-101.33025,3187,4600,7,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,Major Engine
MANTI-EPHRAIM,United States,41U,39.33141667,-111.6126111,5516,5021,11,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
MELBOURNE MUN - MILLER,United States,42A,36.07097222,-91.83013889,735,4003,1,Public/civil,TRUE,"80-87 octane, JET, JET 5",FALSE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
KEYSTONE,United States,42J,29.84475,-82.04752778,196,5046,-5,Public/civil,TRUE,"80-87 octane, JET, JET 5",FALSE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
MONTGOMERY CO,United States,43A,35.38465556,-79.79026111,632,4002,-6,Public/civil,TRUE,JET 5,TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
DEBLOIS,United States,43B,44.726875,-67.99136111,218,4500,-16,Public/civil,FALSE,JET 5,FALSE,Low Pressure Bottle,Major Engine
BELOIT,United States,44C,42.49777778,-88.96761111,817,3300,2,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
SKY ACRES,United States,44N,41.70741667,-73.73802778,698,3830,-14,Public/civil,FALSE,"73 octane, 80-87 octane, 115-145 octane, JET 5",FALSE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
HAWTHORNE,United States,45R,30.33633333,-94.25755556,71,4303,4,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
CARRINGTON MUN,United States,46D,47.45111111,-99.15133333,1607,4198,7,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
MOUNDRIDGE MUN,United States,47K,38.20909167,-97.502725,1489,3405,5,Public/civil,TRUE,"80-87 octane, 115-145 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
CENTRAL JERSEY REGL,United States,47N,40.52444444,-74.59830556,86,3507,-13,Public/civil,TRUE,"80-87 octane, JET 5",FALSE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
CURTIS MUN,United States,47V,40.63875,-100.4734167,2677,3402,6,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
COCHRAN,United States,48A,32.40066111,-83.27840833,377,4401,-3,Public/civil,TRUE,"80-87 octane, JET A-1, JET 5",FALSE,Low Pressure Bottle,"Minor Airframe, Major Engine"
CLARE MUN,United States,48D,43.83444444,-84.74022222,856,3500,-5,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
BRAXTON CO,United States,48I,38.68711111,-80.65208333,1276,3995,-8,Public/civil,TRUE,"80-87 octane, JET, JET 5",FALSE,Low Pressure Bottle,Major Engine
PINEY PINECREEK BORDER,United States,48Y,48.998975,-95.98208611,1082,3297,5,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
GILMER CO,United States,49A,34.62819444,-84.52655556,1486,3507,-5,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
STURGIS MUN,United States,49B,44.41867778,-103.377725,3255,5100,11,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
POLK CO-MOORE,United States,4A4,34.01869444,-85.14647222,974,4006,-4,Public/civil,TRUE,"80-87 octane, JET A-1, JET 5",FALSE,Low Pressure Bottle,Major Engine
SEARCY CO,United States,4A5,35.89869444,-92.65633333,964,4003,0,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
SCOTTSBORO MUNI-WORD,United States,4A6,34.68869444,-86.00594444,650,5240,-3,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,Major Engine
ISBELL,United States,4A9,34.47369722,-85.72140278,877,5001,-4,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,Low Pressure Bottle,Major Engine
SOUTH ALBANY,United States,4B0,42.56072222,-73.83394444,196,2853,-14,Public/civil,FALSE,"80-87 octane, JET, JET 5",FALSE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
TICONDEROGA MUN,United States,4B6,43.87727778,-73.41313889,274,4041,-15,Public/civil,FALSE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
ROBERTSON,United States,4B8,41.68933333,-72.86469444,202,3665,-14,Public/civil,TRUE,"80-87 octane, JET, JET 5",TRUE,"Unspecified, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
ALBIA MUN,United States,4C8,40.99627778,-92.76569444,964,3398,2,Public/civil,TRUE,JET 5,TRUE,Low Pressure Bottle,"Minor Airframe, Major Engine"
ABRAMS MUN,United States,4D0,42.77488333,-84.73313889,841,3199,-5,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
FULLER,United States,4D8,43.33318611,-95.15905278,1439,2873,5,Public/civil,FALSE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
ALMA MUN,United States,4D9,40.11247222,-99.34641667,2073,3200,5,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
ELLENDALE MUN,United States,4E7,46.01633333,-98.51569444,1457,3499,7,Public/civil,TRUE,JET 5,TRUE,Low Pressure Bottle,Major Engine
PANOLA CO-SHARPE,United States,4F2,32.17608333,-94.29880556,248,4000,4,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,Major Engine
GREENVILLE MUN,United States,4G1,41.44676667,-80.39119722,1206,3006,-9,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
YOUNGSTOWN ELSER METRO,United States,4G4,40.96179444,-80.67732778,1070,4012,-8,Public/civil,TRUE,"80-87 octane, JET, JET 5",FALSE,"Unspecified, High Pressure, Low Pressure Bottle","Minor Engine, Major Airframe, Major Engine"
MONROE CO,United States,4G5,39.77915,-81.10278056,1197,3805,-8,Public/civil,TRUE,"80-87 octane, JET A-1, JET 5",TRUE,Low Pressure Bottle,Major Engine
FAIRMONT MUN-FRANKMAN,United States,4G7,39.44754167,-80.16738889,1032,2965,-9,Public/civil,TRUE,"80-87 octane, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
KNOX CO,United States,4I3,40.32891667,-82.52608333,1191,5498,-6,Public/civil,TRUE,"80-87 octane, 115-145 octane, JET A, JET A-1, JET 5",TRUE,Low Pressure Bottle,"Minor Engine, Major Airframe, Major Engine"
MORROW CO,United States,4I9,40.52452778,-82.85005556,1086,3497,-6.1,Public/civil,TRUE,JET 5,TRUE,Low Pressure Bottle,Major Engine
